time,category_name,text_company,text_headline,content_url,bias_label
2020-01-30 21:45:53,정치,YTN ,마스크 회의 한국당 이번엔 중국인 내보내자...與 총선에 이용말라,https://n.news.naver.com/mnews/article/052/0001394794?sid=100,0.7811395658485262
2020-01-30 21:13:12,정치,JTBC ,3% 득표 자신감…총선 앞두고 갈라지는 보수진영,https://n.news.naver.com/mnews/article/437/0000229998?sid=100,0.9997747862409168
2020-01-30 21:03:05,정치,세계일보 ,‘원조 친노’의 귀환…이광재·김두관 총선 민주당 출마 채비,https://n.news.naver.com/mnews/article/022/0003434521?sid=100,0.00022476004012317904
2020-01-30 20:27:52,정치,뉴스1 ,檢 공개비판 임종석 총선 앞으로 한 발 더…큰싸움 나서나,https://n.news.naver.com/mnews/article/421/0004435744?sid=100,0.9998208224366918
2020-01-30 20:11:05,정치,서울신문 ,‘노무현의 남자’ 이광재 민주당 총선 선거위원장직 맡아,https://n.news.naver.com/mnews/article/081/0003062191?sid=100,0.0002231989598579722
2020-01-30 19:30:39,정치,뉴스1 ,이광재 민주당 공동선대위원장직 수락…총선 출마도 고민상보,https://n.news.naver.com/mnews/article/421/0004435686?sid=100,0.9997210176371891
2020-01-30 19:27:06,정치,뉴스1 ,속보 이광재 민주당 21대 총선 공동 선대위원장 수락,https://n.news.naver.com/mnews/article/421/0004435679?sid=100,0.4150079713057729
2020-01-30 19:26:06,정치,강원일보 ,이광재 전 지사 4.15총선 더불어민주당 공동선대위원장 수락,https://n.news.naver.com/mnews/article/087/0000786305?sid=100,0.0003542101718507378
2020-01-30 19:24:05,정치,부산일보 ,“총선 악재 될라” PK 여권 동남권 관문공항 ‘팔짱’,https://n.news.naver.com/mnews/article/082/0000977628?sid=100,0.0002102596223806995
2020-01-30 18:55:03,정치,세계일보 ,48.3% “보수 정당 간 통합 필요”… 총선 최대 변수로 떠올라 창간 31 여론조사,https://n.news.naver.com/mnews/article/022/0003434468?sid=100,0.00023552804917108041
2020-01-30 18:53:04,정치,YTN ,마스크 회의 한국당 이번엔 중국인 내보내자...與 총선에 이용말라,https://n.news.naver.com/mnews/article/052/0001394731?sid=100,0.7811395658485262
2020-01-30 17:45:03,정치,한국경제 ,한국당 반년 만에 돌아온 밀레니얼 핑크…총선서 먹힐까,https://n.news.naver.com/mnews/article/015/0004281446?sid=100,0.0003734641673622771
2020-01-30 17:38:46,정치,뉴시스 ,한국당 강원도당 청년 부대변인 10명 임명···총선 메신저,https://n.news.naver.com/mnews/article/003/0009677705?sid=100,0.0002383514182083957
2020-01-30 17:15:05,정치,매일신문 ,김의겸 총선 도전 결심 조국 절대적 영향…조국에 편지글,https://n.news.naver.com/mnews/article/088/0000630788?sid=100,0.0007177670295747704
2020-01-30 17:14:14,정치,연합뉴스 ,광주선관위 총선 관리 대책 논의…바뀐 선거법 홍보 총력,https://n.news.naver.com/mnews/article/001/0011367407?sid=100,0.0002701886888038451
2020-01-30 17:14:10,정치,매일신문 ,보수통합 물건너 가나… 새보수당 총선후보 자체 공천 방침으로 선회,https://n.news.naver.com/mnews/article/088/0000630786?sid=100,0.0004234042049536845
2020-01-30 17:02:06,정치,세계일보 ,황교안 총선 출마 지역 중요하지만… 목표는 文정부 심판,https://n.news.naver.com/mnews/article/022/0003434403?sid=100,0.00022183160987791897
2020-01-30 16:45:35,정치,연합뉴스 ,민주 총선 경선 네거티브전 후보에 불이익…최대 공천배제,https://n.news.naver.com/mnews/article/001/0011367290?sid=100,0.0027973823713006054
2020-01-30 16:43:04,정치,뉴시스 ,총선 수개표 대비 모의훈련,https://n.news.naver.com/mnews/article/003/0009677567?sid=100,0.00024713342423450936
2020-01-30 16:41:41,정치,연합뉴스 ,제21대 총선 긴 투표지 모의개표 실습,https://n.news.naver.com/mnews/article/001/0011367278?sid=100,0.00029313099470238725
2020-01-30 16:41:35,정치,연합뉴스 ,제21대 총선 긴 투표지 모의개표 실습,https://n.news.naver.com/mnews/article/001/0011367277?sid=100,0.00029313099470238725
2020-01-30 16:30:03,정치,조선일보 ,총선 코앞인데… 충청권 與의원도 우한 교민 아산·진천 수용 비판,https://n.news.naver.com/mnews/article/023/0003504119?sid=100,0.9998560051036659
2020-01-30 16:28:05,정치,연합뉴스 ,투표지가 길어요 제21대 총선 모의개표,https://n.news.naver.com/mnews/article/001/0011367217?sid=100,0.00029313099470238725
2020-01-30 16:27:44,정치,연합뉴스 ,제21대 총선 모의개표 실시,https://n.news.naver.com/mnews/article/001/0011367215?sid=100,0.00029313099470238725
2020-01-30 16:27:38,정치,연합뉴스 ,제21대 총선 모의개표 실시,https://n.news.naver.com/mnews/article/001/0011367213?sid=100,0.00029313099470238725
2020-01-30 16:27:18,정치,연합뉴스 ,광주선관위 제21대 총선 모의개표,https://n.news.naver.com/mnews/article/001/0011367211?sid=100,0.00029313099470238725
2020-01-30 16:27:05,정치,매일신문 ,4·15 총선 레이더 홍석준 달서갑 예비후보 성서산업단지 디지털 메이커시티 공약,https://n.news.naver.com/mnews/article/088/0000630768?sid=100,0.9998441982369627
2020-01-30 16:26:40,정치,연합뉴스 ,투표지가 길어요 제21대 총선 모의개표,https://n.news.naver.com/mnews/article/001/0011367208?sid=100,0.00029313099470238725
2020-01-30 16:26:32,정치,연합뉴스 ,광주선관위 제21대 총선 모의개표,https://n.news.naver.com/mnews/article/001/0011367207?sid=100,0.00029313099470238725
2020-01-30 16:26:30,정치,연합뉴스 ,광주선관위 제21대 총선 모의개표,https://n.news.naver.com/mnews/article/001/0011367206?sid=100,0.00029313099470238725
2020-01-30 16:26:27,정치,연합뉴스 ,제21대 총선 모의개표 실시,https://n.news.naver.com/mnews/article/001/0011367205?sid=100,0.00029313099470238725
2020-01-30 16:26:23,정치,연합뉴스 ,제21대 총선 모의개표 실시,https://n.news.naver.com/mnews/article/001/0011367204?sid=100,0.00029313099470238725
2020-01-30 16:26:07,정치,매일신문 ,4·15 총선 출마합니다 김석호 구미갑 예비후보,https://n.news.naver.com/mnews/article/088/0000630767?sid=100,0.00028346956505069407
2020-01-30 16:26:05,정치,매일신문 ,4·15 총선 출마합니다 허명환 자유한국당 포항 북 예비후보,https://n.news.naver.com/mnews/article/088/0000630766?sid=100,0.000879478771409382
2020-01-30 16:25:07,정치,매일신문 ,4·15 총선 출마합니다 이만희 국회의원 영천·청도 중단없는 발전과 대한민국 발전에 혼신,https://n.news.naver.com/mnews/article/088/0000630765?sid=100,0.0051432894575750825
2020-01-30 16:25:05,정치,매일신문 ,4·15 총선 레이더 이상길 북갑 예비후보 복현·산격 부도심 조성 공약,https://n.news.naver.com/mnews/article/088/0000630764?sid=100,0.9998520660608554
2020-01-30 16:24:07,정치,매일신문 ,4·15 총선 레이더 문충운 자유한국당 포항 남울릉 예비후보,https://n.news.naver.com/mnews/article/088/0000630763?sid=100,0.0021596764650694015
2020-01-30 16:24:05,정치,매일신문 ,4·15 총선 레이더 김원길 경주 예비후보 경주 역사문화특별자치시 만들겠다,https://n.news.naver.com/mnews/article/088/0000630762?sid=100,0.9934076742724668
2020-01-30 16:17:02,정치,연합뉴스 ,만 18세 유권자 공략하는 총선 예비후보,https://n.news.naver.com/mnews/article/001/0011367155?sid=100,0.0018113262282116272
2020-01-30 16:09:15,정치,뉴스1 ,신종 코로나에 먹힌 총선…이색 선거운동·개소식 연기 ‘돌파 안간힘’종합,https://n.news.naver.com/mnews/article/421/0004435170?sid=100,0.9993410121844252
2020-01-30 16:09:02,정치,파이낸셜뉴스 ,총선 76일 남았는데..신종 코로나에 예비후보들 곤혹,https://n.news.naver.com/mnews/article/014/0004365230?sid=100,0.009690005865517161
2020-01-30 16:02:05,정치,세계일보 ,송철호 기소된 날 김기현 총선 출마… 엇갈린 전·현직 울산시장,https://n.news.naver.com/mnews/article/022/0003434390?sid=100,0.00021538723006132648
2020-01-30 15:55:04,정치,이데일리 ,인터뷰 문병호 안철수 통합 참여하면 민주당 총선 참패,https://n.news.naver.com/mnews/article/018/0004565263?sid=100,0.999519073983013
2020-01-30 15:50:48,정치,뉴스1 ,총선 출사표 던진 대구 친박인사들…박근혜 마케팅 통할까,https://n.news.naver.com/mnews/article/421/0004435083?sid=100,0.9992979919450748
2020-01-30 15:50:05,정치,KBS ,황교안 “중도 마음 얻어야 51%…총선 다음 대선으로 文정권 심판”,https://n.news.naver.com/mnews/article/056/0010787249?sid=100,0.0008976292812983015
2020-01-30 15:41:01,정치,매일경제 ,레이더P 4년 전 총선 때 여야의 야심 찬 공약 지금 어떻게 됐나,https://n.news.naver.com/mnews/article/009/0004508774?sid=100,0.9989991105212855
2020-01-30 15:38:59,정치,MBC ,새보수당 내일 총선 공천 일정 발표…2월 내 마무리,https://n.news.naver.com/mnews/article/214/0001010876?sid=100,0.10486386037246423
2020-01-30 15:17:43,정치,뉴시스 ,김석호 전 경북도의원 구미시갑 총선 출마 선언,https://n.news.naver.com/mnews/article/003/0009677210?sid=100,0.0002815391945724522
2020-01-30 15:10:50,정치,YTN ,與 이해찬이광재 오늘 회동...총선 도와달라,https://n.news.naver.com/mnews/article/052/0001394588?sid=100,0.999702582492888
2020-01-30 14:48:52,정치,뉴스1 ,심재철 지방 의원들 총선 독려…고지전서 태극기 꽂자,https://n.news.naver.com/mnews/article/421/0004434717?sid=100,0.999551221967485
2020-01-30 14:45:36,정치,뉴시스 ,김석호 전 경북도의원 4·15총선 구미시갑 출마 선언,https://n.news.naver.com/mnews/article/003/0009677056?sid=100,0.00032284374898520183
2020-01-30 14:29:06,정치,데일리안 ,포토한국당 2020 총선필승 광역·기초의원 워크숍 개최,https://n.news.naver.com/mnews/article/119/0002379753?sid=100,0.0003578447680578814
2020-01-30 14:28:08,정치,데일리안 ,포토 2020 총선필승 광역·기초의원 워크숍 발언하는 황교안 대표,https://n.news.naver.com/mnews/article/119/0002379751?sid=100,0.0003314710208061187
2020-01-30 14:24:15,정치,MBN ,새보수 총선 후보 자체 공천 준비 시작,https://n.news.naver.com/mnews/article/057/0001416169?sid=100,0.9983429679420448
2020-01-30 14:23:03,정치,헤럴드경제 ,총선출마로 공석인 광주테크노파크 새원장 공모에 6명 지원,https://n.news.naver.com/mnews/article/016/0001629697?sid=100,0.999852520281092
2020-01-30 14:19:07,정치,뉴시스 ,이해찬 오늘 이광재와 만찬…4·15 총선 역할 요청할 듯,https://n.news.naver.com/mnews/article/003/0009676954?sid=100,0.9171153463989702
2020-01-30 14:05:53,정치,연합뉴스 ,정의당 21대 총선 안양시 출마자 합동기자회견,https://n.news.naver.com/mnews/article/001/0011366346?sid=100,0.00024215319594923107
2020-01-30 14:00:09,정치,여성신문 ,더불어민주당 총선 지역구 후보 공모에 475명 신청… 여성은 15%,https://n.news.naver.com/mnews/article/310/0000076628?sid=100,0.0007061515001840373
2020-01-30 13:56:09,정치,연합뉴스 ,새보수당 총선후보 자체 공천 방침…2월내 공천심사 완료,https://n.news.naver.com/mnews/article/001/0011366315?sid=100,0.0003791583961044437
2020-01-30 13:48:24,정치,뉴스1 ,총선 출마선언하는 추혜선·이종태·이성재,https://n.news.naver.com/mnews/article/421/0004434445?sid=100,0.0002763340962879952
2020-01-30 13:43:09,정치,뉴스1 ,이해찬 오늘 이광재 만나 총선 논의…강원 간판 등판하나,https://n.news.naver.com/mnews/article/421/0004434414?sid=100,0.9368504307347816
2020-01-30 13:35:46,정치,뉴스1 ,신종 코로나에 먹힌 총선…이색 선거운동으로 ‘돌파’,https://n.news.naver.com/mnews/article/421/0004434399?sid=100,0.0003564454004576181
2020-01-30 13:12:25,정치,뉴스1 ,심상정 총선 키워드는 변화·혁신…정의당 청년정치의 플랫폼으로,https://n.news.naver.com/mnews/article/421/0004434343?sid=100,0.00023675101769413294
2020-01-30 12:39:42,정치,MBN ,이해찬 이광재 만난다…총선서 강원도 위한 역할 요청할 듯,https://n.news.naver.com/mnews/article/057/0001416128?sid=100,0.9426478712665632
2020-01-30 12:15:10,정치,연합뉴스 ,이해찬 오늘 이광재와 만찬…총선서 강원도 위한 역할 요청종합,https://n.news.naver.com/mnews/article/001/0011365999?sid=100,0.00044808449893465066
2020-01-30 12:11:10,정치,문화일보 ,21대 총선 타깃 여론조사저출산 원인… 20代 “경제적 여유 없어” 30代 “직장·육아 병행 어려워”,https://n.news.naver.com/mnews/article/021/0002415532?sid=100,0.00025028698066520855
2020-01-30 12:11:09,정치,문화일보 ,21대 총선 타깃 여론조사조국 수사… “정당하다” 49.2%… “부당하다” 42.0%,https://n.news.naver.com/mnews/article/021/0002415531?sid=100,0.00022573915796207802
2020-01-30 12:11:08,정치,문화일보 ,21대 총선 타깃 여론조사20대 여성만 “비슷한 조건이라면 女후보 지지” 46.4%,https://n.news.naver.com/mnews/article/021/0002415530?sid=100,0.9970682140853551
2020-01-30 12:11:07,정치,문화일보 ,21대 총선 타깃 여론조사여성 유권자 “女후보자라고 더 지지할 의향 없다” 60.6%,https://n.news.naver.com/mnews/article/021/0002415529?sid=100,0.42068557852637023
2020-01-30 12:11:04,정치,문화일보 ,21대 총선 타깃 여론조사범보수 통합신당 창당하면 “지지한다” 30.9%,https://n.news.naver.com/mnews/article/021/0002415523?sid=100,0.00028741582509006833
2020-01-30 12:11:03,정치,문화일보 ,21대 총선 타깃 여론조사對北제재… “유지해야” 65.8% vs “해제해야” 26.7%,https://n.news.naver.com/mnews/article/021/0002415522?sid=100,0.9996036997318273
2020-01-30 12:06:09,정치,노컷뉴스 ,김두관 제21대 총선 경남 양산을 출마 선언,https://n.news.naver.com/mnews/article/079/0003316812?sid=100,0.0002867969361460906
2020-01-30 12:02:16,정치,뉴스1 ,총선 출마선언하는 정호진 정의당 공정언론특별위원장,https://n.news.naver.com/mnews/article/421/0004434198?sid=100,0.00030835160846090916
2020-01-30 12:01:47,정치,뉴스1 ,총선 출사표 던지는 정호진,https://n.news.naver.com/mnews/article/421/0004434194?sid=100,0.00030835160846090916
2020-01-30 12:01:15,정치,문화일보 ,21대 총선 타깃 여론조사女유권자 “文 과거엔 지지했으나 지금은 지지 안 해” 28.1%,https://n.news.naver.com/mnews/article/021/0002415521?sid=100,0.00021625911643578788
2020-01-30 11:51:49,정치,연합뉴스 ,이해찬 오늘 이광재와 만찬…총선서 강원도 위한 역할 요청,https://n.news.naver.com/mnews/article/001/0011365913?sid=100,0.00039865729575456257
2020-01-30 11:44:16,정치,더팩트 ,TF포토 김두관 21대 총선은 양산을에 출마합니다,https://n.news.naver.com/mnews/article/629/0000012489?sid=100,0.053646050340649475
2020-01-30 11:38:32,정치,연합뉴스 ,김유화 전 시의원 여수 갑 총선 출마,https://n.news.naver.com/mnews/article/001/0011365837?sid=100,0.00024025244337790713
