text_headline,text_sentence,bias_label
대통령실 “尹대통령 파리 기업총수 술자리 비용 ‘비공개’,“국익 해칠 우려” 사진은 지난해 11월 24일 현지시간 파리 브롱냐르궁에서 열린 국경일 리셉션에서 건배하는 윤석열 대통령 내외 모습. 뉴시스 대통령실이 프랑스 파리에서 있었던 윤석열 대통령과 기업총수 간 술자리 비용을 공개하라는 정보공개청구에 대해 비공개 결정을 내린 것으로 전해졌다. 국가안보 등 국가 이익을 해칠 우려가 있다는 이유에서다. 하승수 세금도둑잡아라 공동대표는 1일 한 언론매체 기고를 통해 프랑스 파리에서의 식사 및 술자리에 관한 언론 보도를 보고 곧바로 그날 사용한 비용에 대해 정보공개청구를 했다. 그런데 대통령 비서실은 12월 29일 정보비공개 통지를 해왔다 고 밝혔다. 하 공동대표는 비공개 이유는 해운대 횟집 회식비용을 비공개했을 때와 같았다 며 대통령 회식비용이 공개되면 국가안보 등 국가의 중대한 이익을 현저히 해칠 우려가 있다는 것이다. 대통령 일정 관리 경호 등 업무수행에 현저한 지장이 초래될 수 있다는 것도 비공개 이유 중 하나였다 고 설명했다. 이어 말도 안 되는 비공개 사유 라며 이미 대통령과 재벌 총수들이 언제 어느 식당에서 식사 및 술자리를 가졌는지가 언론 보도를 통해 공개된 상황에서 식사 및 술자리 비용으로 얼마를 썼는지가 공개된다고 해서 무슨 국가의 중대한 이익을 현저히 해칠 우려가 있다는 것인가 이미 그날의 일정이 다 공개됐는데 비용이 공개된다고 해서 무슨 일정관리와 경호에 현저한 지장이 초래된다는 말인가 라고 지적했다. 그러면서 대통령실 측이 정보의 보유·관리 여부에 대해 확인할 수 없다 고 밝힌 입장에 대해 이런 식의 문구는 필자가 정보공개청구를 숱하게 하면서도 한 번도 본 적이 없는 문구 라며 어떤 기관이든 정보가 존재하면 존재하는데 비공개 한다고 통지하고 존재하지 않으면 정보부존재 라고 통지한다. 해운대·파리 회식비용에 대한 대통령 비서실의 비공개 통지처럼 정보가 존재하는지 아닌지를 확인해줄 수 없다 고 통지하는 것은 그야말로 기상천외한 일 이라고 비판했다. 그는 그렇다면 대통령 비서실이 결제한 것이 아니고 다른 주체가 결제한 것인지 라는 의문을 가질 수밖에 없다 며 대통령 비서실이 결제했다면 정보가 존재할 수밖에 없기 때문 이라고 목소리를 높였다.,0.00020804489706399687
자기네 땅도 아닌데...독도에 해일주의보 내린 일본,일본 기상정이 독도에 노란색으로 쓰나미주의보를 내렸다. 일본 기상청 홈페이지 캡처. 일본 이사카와현 노토 지역에서 최대 규모 7.6의 지진이 발생한 후 일본 기상청이 독도에 ‘지진해일 주의보’를 발령한 사실이 확인됐다. 일본 기상청은 1일 오후 4시10분께 이시카와현 노토 반도의 지진 발생 직후 동해를 접한 일본 북부 연안에 쓰나미 경보 주의보 를 발령했다. 일본 기상청은 색깔에 따라 보라색 대형 지진해일 빨간색 지진해일 경보 노란색 지질해일 주의보 로 나눠 지진해일 경보 주의보 를 발령했다. 이는 일본 기상청 홈페이지에서도 확인할 수 있다. 그런데 일본 기상청은 자국 영토가 아닌 독도를 노란색으로 표시했다. 울릉도에는 아무런 표시가 되어 있지 않다. 또 독도를 ‘죽도 竹島 ’로 동해를 ‘일본해 日本海 ’로 각각 표기했다. 일본 기상청은 그동안 일본 정부 입장처럼 독도를 자국 영토에 포함해 기상 예보 등을 해오고 있다. 지난 2022년 1월 남태평양 통가 인근의 해저 화산 분출로 환태평양 일대 국가들에 쓰나미 경보가 발령될 당시 일본 기상청은 경보 발령 지역에 독도를 포함했었다.,0.00020897232045293118
총선 모드 국민의힘…한동훈표 정치 구체화,“동료 시민 정책” 거듭 강조 신년인사회 이어 대전·대구행 대통령 리스크 탈피는 과제 새해 첫날 여야 한동훈 국민의힘 비상대책위원장 위 사진 과 이재명 더불어민주당 대표가 갑진년 새해 첫날인 1일 여의도 각 당사에서 열린 신년인사회에서 떡을 자르고 있다. 박민규 선임기자 한동훈 국민의힘 비상대책위원장이 새해 첫날 “동료 시민에 대한 선의”를 거듭 강조하며 이를 총선 정책으로 준비하겠다고 밝혔다. 그는 비정치인 파격 인사와 전국을 도는 행보로 기존 정치인 의존도를 낮추고 당내 주도권을 쥐고 있다. 정권 2인자인 한 위원장 ‘얼굴’로 총선을 치를 때 윤석열 대통령 리스크에서 벗어날 수 있을지 걱정하는 당내 시선도 적지 않다. 한 위원장은 1일 여의도 당사에서 열린 당 신년인사회에서 “100일 남은 국민의 선택을 앞두고 동료 시민에 대한 계산 없는 선의를 정교한 정책으로 준비해서 실천하겠다”며 “우리가 지향하는 자유민주주의 사회는 낯선 사람들 사이의 동료의식으로 완성된다”고 말했다. 그는 동료의식 사례로 2010년 연평도 포격 당시 한 달간 연평도 주민들에게 쉴 곳을 제공한 인천 찜질방 인스파월드 지하철에서 행패를 당한 낯선 시민을 위해 나서는 용기를 들며 “국민들이 그 마음을 실천을 상대 당과의 차이를 정확하게 알아보시리라 확신한다”고 밝혔다. 동료 시민은 미국 대통령 연설에 자주 나오는 표현인 ‘나의 동료 시민들’에서 비롯했다. 국민을 통치 대상이 아니라 자율적 주체로 부각하는 의미로 한 위원장이 비대위원장에 지명될 때부터 연일 강조하면서 ‘한동훈 정치’를 상징하는 개념으로 구체화하고 있다. 한 위원장은 이날 서울 동작구 국립서울현충원을 찾았다. 그는 방명록에 “동료 시민들과 함께 대한민국의 미래를 만들어가겠습니다”라고 적었다. 2일 대전과 대구의 당 신년인사회를 간다. 4일엔 광주를 찾아 5·18민주묘지에서 참배한다. 당원 국민과의 직접적인 접촉면을 늘리는 행보다. 한 위원장은 비대위원발 설화를 털고 극우세력에 공격받는 측근은 끌어안으려 했다. 그는 이날 ‘노인 비하’ ‘일제강점 미화’ 발언으로 사퇴한 민경우 전 비대위원에 대해 “앞으로 더 언행에 신중하고 잘하겠다”고 말했다. 김형동 비서실장이 극우 유튜버들로부터 ‘한국노총 출신에 배우자는 중국 국적 장인이 중국 공산당 간부 출신’이라고 공격받는 데에는 “다양한 배경을 가진 사람이 최대한 모일 때 오히려 강해진다”고 대응했다. 그는 윤 대통령 배우자 김건희 여사 특별검사법에 대해선 “그 법을 가지고 총선을 치르는 건 국민의 눈과 귀를 가리는 것”이라고 거듭 반대 입장을 밝혔다.,0.00021218112352598613
포토 성북구 2024 해맞이 행사,이데일리 김태형 기자 이승로 왼쪽 성북구청장과 오중균 성북구의회 의장이 1일 개운산에서 열린 2024 해맞이행사에서 희망의 대북치기를 하고 있다. 이승로 구청장은 “2024년 새해에는 성북구민 여러분 모두 힘차게 비상하는 청룡처럼 더욱 높고 넓은 큰 뜻 이루시길 바란다”며 “2024년 성북은 지속 가능한 미래 실현해 주민이 체감할 수 있는 행정의 결실 거두는 해가 되도록 뛰겠다”라고 말했다.,0.0002129445985323667
포토 2024 신촌 카운트다운 콘서트,이데일리 김태형 기자 이성헌 왼쪽 다섯번째 서대문구청장이 1일 신촌 연세로에서 열린 ‘2024 신촌 카운트다운 콘서트’에서 박찬숙 서대문구청 여자농구단 감독 아시안게임 축구 금메달리스트 조영욱 선수 등 참석자들과 카운트다운 버튼을 누르고 있다.,0.0002142661499448746
‘개혁 보수 신당’ 계획 공유한 이준석 “나를 뺀 여당 도로 자유한국당”,창당멤버 모여 신년하례식 국민의힘과 차별성 강조 이낙연 행주산성 신년인사 “새 선택지…큰 싸움 벌여야” ‘개혁신당’ 가칭 창당을 준비 중인 이준석 전 국민의힘 대표 왼쪽 사진 는 1일 한동훈 비상대책위원장 체제의 국민의힘이 과거 자유한국당으로 회귀하고 있다고 비판했다. 이 전 대표는 이날 서울 용산구 서울역 대회의실에서 열린 신년하례식 직후 기자들과 만나 민경우 전 국민의힘 비대위원 검증 실패 논란에 대해 “제가 당대표 할 때는 당 가까이 오지 못했던 것들이 개혁보수 세력이 이탈한 다음부터 당을 다시 자유한국당으로 만들려는 움직임을 보이는 것”이라면서 “국민의힘 빼기 김종인 빼기 이준석 빼기 정도면 자유한국당으로 볼 만하다”고 말했다. 이 전 대표는 “국민의힘은 비대위가 출범했지만 신년 여론조사에서 보이듯 어떤 반전도 일어나지 않고 있다”며 “오히려 특검법에 맥 빠진 대응을 하고 있기 때문에 더더욱 새로운 세력에 대한 기대감이 국민의힘에 잔류하는 분들 사이에서도 커지고 있다”고 말했다. 개혁신당은 이날 신당 창당에 뜻을 모은 100여명의 참석자들과 함께 국립서울현충원을 방문한 뒤 신년하례식을 열고 창당 계획을 공유했다. 한편 이낙연 전 더불어민주당 대표 오른쪽 도 “정치를 이대로 둘 수 없다. 국민께 양자택일이 아닌 새로운 선택지를 드려야 한다”며 신당 창당 의지를 재차 밝혔다. 이 전 대표는 이날 경기 고양시 행주산성에서 신년인사회를 열었다. 이 전 대표는 권율 장군 동상에 참배하고 지지자들에게 “권율 장군과 함께한 백성의 심정으로 올해 대첩을 이루자”고 말했다. 이 전 대표는 행주대첩비 앞 충의정에서 “우리는 올해 절망에 빠진 국민께 새로운 희망을 드려야 한다”며 “그러자면 큰 싸움을 벌여야 한다”고 밝혔다. 그는 “그 싸움은 국민께 새로운 선택지를 드리겠다는 세력과 선택의 여지를 봉쇄해 기득권을 누리겠다는 세력의 한판 승부가 될 것”이라고 했다. 그는 또 “국가와 국민을 위해 무언가를 생산하는 정치로 가야 한다”며 “무능한 정치를 유능한 정치로 바꾸겠다. 부패한 정치를 끝내고 깨끗한 정치를 실현하겠다”고 덧붙였다. 이 전 대표는 이번주 중 신당 창당에 대한 구상을 밝힐 예정이다.,0.00021739492728893345
정의당·녹색당  “낡은 정치구도 바꿔야”,정의당과 녹색당은 갑진년 새해 첫날 신년인사회를 함께 열고 선거연합정당을 추진해 총선에 대응하겠다는 방침을 거듭 밝혔다. 정의당·녹색당 지도부는 1일 경기 남양주시 마석모란공원에 있는 전태일 묘소를 함께 찾았다. 김준우 정의당 비상대책위원장은 “정의당은 진보정치의 힘을 하나로 모아 윤석열 정권 심판 586 청산이라고 하는 과거 낡은 문법에 갇힌 정치가 아니라 지금 여기의 문제를 해결하기 위한 미래 정치로 나아가기 위한 22대 총선을 만들겠다”고 말했다. 김 비대위원장은 “낡은 정치 구조를 바꾸고 생태 평등 돌봄 사회연대 국가로 나아가기 위한 새로운 정치체제 제7공화국 개헌 운동까지 함께 나아갈 것”이라고 말했다. 진보당은 이날 따로 마석모란공원을 찾았다. 윤희숙 진보당 상임대표는 “새해에도 땀 흘려 일하는 사람을 위하는 정치 억울한 일 당해도 하소연할 곳 없는 이들 곁을 지키는 진심의 정치로 매진하겠다. 특히 이태원 참사 특별법을 반드시 통과시키겠다”고 말했다.,0.00021879981889186867
尹 신년사 “올 상반기 한미확장억제 완성해 북핵 봉쇄”,윤석열 대통령이 갑진년 새해 첫 날인 1일 용산 대통령실 청사에서 신년사를 발표하고 있다. 대통령실 윤석열 대통령은 1일 서울 용산 대통령실에서 발표한 신년사에서 “올해 상반기까지 증강된 한미 확장억제 체제를 완성해 북한의 핵·미사일 위협을 원천 봉쇄할 것”이라고 말했다. 윤 대통령은 이날 “대한민국은 상대의 선의에 의존하는 굴종적 평화가 아닌 힘에 의한 진정하고 항구적인 평화를 확고히 구축해나가고 있다”며 이렇게 말했다. 한미 양국은 지난달 제2차 핵협의그룹 NCG 회의를 열고 북한의 핵·미사일 위협 고도화에 대응해 올 8월 한미 연합 ‘을지자유의방패 UFS ’ 연습 때 북한의 핵무기 사용을 상정한 핵 작전 시나리오 훈련을 하기로 했다. 미국의 핵전력과 한국의 비핵전력을 결합한 새로운 확장억제 핵우산 체제를 올 상반기 중 완성해 8월 UFS 연습 때 적용하겠다는 뜻으로 풀이된다. 윤 대통령은 지난해 한미 워싱턴선언에 따라 양국 간 NCG를 신설해 핵 기반 한미 군사동맹을 새로 구축했다면서 “튼튼한 안보로 자유로운 경제 활동과 걱정 없는 일상을 뒷받침하겠다”고 했다. 윤 대통령은 “북한의 핵·미사일 위협에 대비해 한국형 3축 체계를 강력 구축하는 데 더욱 속도를 내고 우리 군을 인공지능과 유무인 복합 전투 체계 첨단 과학기술에 기반을 둔 과학기술 강군으로 탈바꿈시킬 것”이라고 했다. 윤 대통령은 또 “부패한 패거리 카르텔과 싸우지 않고는 진정 국민을 위한 개혁이 불가능하다”며 “자기들만의 이권과 이념에 기반을 둔 패거리 카르텔을 반드시 타파하겠다”고 말했다. 윤 대통령은 “정부는 출범한 이후 일관되게 이권 카르텔 정부 보조금 부정 사용 특정 산업의 독과점 폐해 등 부정과 불법을 혁파해 왔다”고 했다. 공기업이었다가 민영화된 거대 소유 분산 기업이나 독과점 금융 기업 거대 사교육 업체 관련 부정과 이념형 시민사회단체의 국고보조금 비리 등에 대해 강력한 시정 작업을 이어가겠다는 뜻으로 풀이된다. 윤 대통령은 “새해에는 국민들이 새집을 찾아 도시 외곽으로 나가지 않도록 도시 내에 주택 공급을 늘리겠다”며 “특히 재개발 재건축 사업 절차를 원점에서 재검토해 사업 속도를 높이고 1∼2인 가구에 맞는 소형 주택 공급도 확대하겠다”고 했다. 윤 대통령은 올해 경제 전망과 관련해 “수출 개선이 경기 회복과 성장을 주도할 것이고 물가도 지금보다 더욱 안정될 것”이라며 “경제 회복의 온기가 취약 계층과 사회적 약자에게 온전히 전해질 수 있도록 최선을 다하겠다”고 했다. 윤 대통령은 “노동·교육·연금의 3대 구조 개혁을 흔들림 없이 추진해야 한다”고 했다. 윤 대통령은 저출산 문제에 대해선 ‘불필요한 과잉 경쟁’을 주된 원인으로 지목하고 “우리 정부의 중요한 국정 목표인 지방 균형 발전 정책을 확실하게 추진해 나가겠다”고 했다. 윤 대통령은 “무엇보다 민생 현장 속으로 들어가 작은 목소리에도 귀를 기울이고 국민의 삶을 변화시키는 진정한 민생 정책을 추진하겠다”며 “’문제 해결을 위해 행동하는 정부’가 될 것”이라고 말했다.,0.00022268687811046703
민주 尹 ‘패거리 카르텔’ 발언에 “척결해야 할 건 친윤 카르텔”,최민석 대변인 서면 브리핑 “여야 정쟁 부추기겠다는 선언 타파 대상 찾아도 실정·무능 감출 수 없어“ 더불어민주당은 1일 윤석열 대통령이 신년사에서 “패거리 카르텔을 반드시 타파하겠다”고 한 데 대해 “지금 정말 척결해야 할 이권 카르텔이 있다면 그건 측근 검사들을 앞세워 야당과 언론을 탄압하는 윤 대통령과 친윤 카르텔일 것”이라고 비판했다. 2024년 첫날인 1일 오전 서울 시내 한 전통시장에서 한 상인이 윤석열 대통령의 2024년 신년사 중계방송을 지켜보고 있다. 연합뉴스 민주당 최민석 대변인은 이날 서면브리핑에서 “임기 5년 내내 타파해야할 대상을 끝없이 찾는다한들 실정과 무능을 감출 수는 없다”며 이같이 밝혔다. 윤 대통령은 이날 신년사에서 “자기들만의 이권과 이념에 기반을 둔 패거리 카르텔을 반드시 타파하겠다”고 말했다. 그간 윤 대통령은 일부 노동조합이나 시민단체 등을 ‘이권 카르텔’로 규정해온 데 이어 이번에 이를 ‘이념’으로 확장하면서 야권 인사를 겨냥한 발언 아니냐는 해석이 나왔다. 최 대변인은 윤 대통령 신년사에 대해 “‘고집’과 ‘불통’이라고 평가할 수밖에 없다“며 “윤 대통령은 ‘패거리 카르텔’를 들먹이며 2024년 갑진년 새해도 국민 갈등과 여야 정쟁을 부추기겠다고 선언했다”고 평했다. 그는 “이번에는 또 누구를 패거리 카르텔로 지목해 괴롭히려고 하냐”며 “야당과 전 전 정부 노조와 시민단체 교육계와 과학기술계로 부족한가보다. 윤 대통령은 새해에도 민생과 상생이 아닌 이념과 정쟁에만 매달릴 셈인 거냐“고 비판했다. 최 대변인은 “윤 대통령은 제발 보고 싶은 것만 보고 듣고 싶은 것만 들으려 하지 말고 현실을 직시해야 한다”며 “대통령직은 고집만 피우라고 있는 자리가 아니라는 점을 명심하길 바란다“고 강조했다.,0.00022296204201876452
금가는 민주당…이재명 ‘정통성’으로 돌파구,김대중·노무현 묘소 방문 접점 부각하며 ‘통합’ 강조 2일 문재인 전 대통령 만나 이재명 더불어민주당 대표는 1일 “민주당은 어느 때보다 크고 단단한 하나가 되겠다”며 당내 통합을 강조했다. 이 대표는 이날 김대중·노무현 전 대통령 묘역을 참배했고 2일에는 문재인 전 대통령을 만난다. 이낙연 전 대표의 탈당 및 신당 창당이 초읽기에 들어간 상황에서 통합을 강조하며 신당 동력을 약화시키기 위한 행보로 풀이된다. 전직 대통령들과의 접점을 부각해 정통성을 내세우는 전략도 읽힌다. 이 대표는 이날 신년사에서 이태원 참사 전세사기 해병대 채모 상병 순직 사건 및 수사 외압 의혹 남북관계 경색 등을 나열한 뒤 “엄청난 퇴행을 겪고 있는 지금의 현실 더 이상 두고 볼 수 없다”며 “윤석열 정권은 야당 파괴와 국회 무시로 민주주의를 부정하고 정치보복과 독단의 국정운영으로 대한민국을 고사시키고 있다”고 밝혔다. 이어 “저 이재명과 민주당이 가진 것은 오직 ‘절박함과 절실함’뿐이다. 다가올 총선에서 반드시 승리해 국민과 나라를 지켜야 한다는 ‘사명’만 있을 뿐”이라고 했다. 이 대표는 “국민 삶을 지키기 위해 민주당은 어느 때보다 크고 단단한 하나가 되겠다”고 통합을 강조했다. 민주당 지도부도 이날 서울 여의도 민주당사에서 신년인사회를 하며 통합을 강조했다. 홍익표 원내대표는 “지금이야말로 하나 된 힘으로 통합된 힘으로 총선에 나아가는 것이 용기 있는 태도이고 국민께 희망을 드리는 자세”라고 말했다. 문희상 상임고문은 사자성어 ‘동주공제’를 언급했다. 문 고문은 “같은 배를 탄 사람은 서로 도와야 한다는 뜻”이라면서 “우리는 하나다” “똘똘 뭉쳐 뭉쳐 뭉쳐” 구호를 외쳤다. 당 지도부에선 이 전 대표의 신당 창당이 명분이 없다는 지적과 출범하더라도 몸집이 작을 것이란 예측이 나왔다. 박성준 대변인은 이날 SBS 라디오에 나와 “신당세력에 내부 동력이 있느냐라고 봤을 때 그렇지는 않은 것 같다. 따라나갈 현역 의원들이 거의 없다고 본다”고 말했다. 이 대표는 이날 오전에는 서울 동작동 국립서울현충원 김대중 전 대통령 묘역을 참배했다. 오후에는 경남 김해 봉하마을에 있는 노무현 전 대통령 묘역을 참배했다. 이 대표는 방명록에 “‘함께 사는 세상’ 깨어 있는 시민과 함께 사람 사는 세상 반칙과 특권 없는 세상 꼭 만들겠습니다”라고 적었다.,0.00022729613490025607
