time,category_name,text_company,text_headline,text_sentence,content_url
2024-01-30 21:43:58,정치,KBS ,2024 총선 예비후보를 만나다…제주시갑 문대림 “모두를 위한 선수교체”,KBS 제주 앵커 오는 4월에 치러질 국회의원 선거 예비후보들의 포부와 공약을 들어보는 순서입니다. 방송 순서는 제주도선거관리위원회에 등록한 예비후보들 가운데 개인 일정을 고려해 결정했습니다. 오늘은 제주시갑 선거구 문대림 예비후보를 나종훈 기자가 만났습니다. 리포트 안녕하십니까. 제주시갑 선거구 예비후보 문대림입니다. 오늘은 KBS 인터뷰가 있어서 사무실로 가는 길입니다. 문대림 예비후보 안녕하십니까. 반갑습니다. 제가 오늘 오면서 특별히 선물을 하나 준비했습니다. 이게 뭔지 아십니까 이거 샅바잖아요. 청 샅바. 왕년에 씨름선수였다고 들어서. 문대림 예비후보 맞습니다. 제가 왕년에 전국체전 4연속 우승 경력의 소유자입니다. 경기인 출신입니다. 선거에서 멋진 승부 기대합니다. 문대림 예비후보 너무 귀한 선물 감사합니다. 먼저 이번 제주시 갑지역 선거구에 출마하게 되셨는데 어떻게 출마하게 되셨는지 설명해주시죠 문대림 더불어민주당 예비후보 지금 제주가 여러 가지로 어렵습니다. 민생위기 경제위기. 그리고 공동체 위기. 이 산적한 위기들을 지역 정치인들이 진심을 다해서 풀어내야 한다. 그 일에 저 문대림이 지금까지 도의회 의원 도의회 의장 그리고 청와대 비서관 경험 국가공기업 운영 경험을 통해서 중앙정부와 우리 제주도와의 가교역할을 훌륭히 해낼 자신이 있다. 문대림 더불어민주당 예비후보 민생경제 위기가 상당히 심각합니다. 제주도 전체 서민 자영업자 대출이 40조 원 턱밑에 이르렀거든요. 대출의 연장 상환의 유예를 국가가 일정 정도 책임지는 구조로 전환하지 않으면 지금의 경기침체를 벗어날 수 없다고 저는 그렇게 생각하고 있습니다. 그리고 제주도 차원에서는 마이크로 크레딧이라든가 예를 들면 수눌음 금융을 통해서 담보 조건 없이 신용조건 없이 숨통을 터줄 수 있는 그런 정책들을 고민하고 있습니다. 문대림 더불어민주당 예비후보 다양한 어족자원 그리고 조업에 관한 권한 등을 가져 와서 제주도에 수익 구조화시키기 위해서는 해양자치권에 대한 내용을 입법화해야 한다. 그래서 어족자원 관리권과 조업허가권을 제주도가 가져와서 해양을 통한 새로운 경제구조를 힘있게 추진해야 한다. 문대림 더불어민주당 예비후보 도민 여러분. 뚝심의 정치인 해결사적 본능을 갖고 강정 구상권과 예래동 문제를 해결했던 정치인 저 문대림이 제주의 현안을 해결해 나가는 멋진 정치인 유능한 정치인이 되겠습니다. 지지와 성원 부탁드립니다. 감사합니다.,https://n.news.naver.com/mnews/article/056/0011652727?sid=100
2024-01-30 21:37:16,정치,KBS ,‘단일화’로 승부수…합종연횡에 총선판 요동,KBS 광주 앵커 오는 4월 총선을 앞두고 현역에 맞선 도전자들의 단일화 움직임이 처음으로 윤곽을 드러냈습니다. 광주 광산을에서 더불어민주당 공천권을 노리는 예비후보들이 첫 단일화 합의를 발표했습니다. 첫 소식 곽선정 기자입니다. 리포트 손을 잡고 활짝 웃는 두 후보 4년 전 광주 광산을 국회의원선거에 출마한 박시종 김성진 후보가 단일화를 기념해 찍은 사진입니다. 당시 단일화를 통해 지지율을 끌어올린 박시종 후보는 선두인 민형배 후보와 재경선까지 가는 치열한 승부를 펼쳤습니다. 최종 승자는 민형배 후보였지만 당시 1강 2중의 선거구도는 단일화를 통해 1 1 구도로 바뀌었습니다. 4년이 지나 다시 치르는 총선... 광주 광산을 3명의 예비후보가 이른바 뒤집기를 위해 다시 한번 단일화 승부수를 던졌습니다. 상대는 현역인 민형배 의원 단일화에 합의한 도전자는 김성진 정재혁 최치현 예비후보입니다. 단일화 방식은 민주당 경선 일정을 고려해 공관위의 컷오프 결과에 따라 한 후보에게 힘을 실어주는 방식을 택했습니다. 김성진 더불어민주당 광주 광산을 예비후보 물리적인 결합이 아니고 우리가 지역과 국가를 위한 정책을 공유하고 정책을 중심으로 하나가 되자는 취지에서 이렇게 첫 발을 내딛게 됐습니다. 총선을 앞두고 광주·전남에서 나온 첫 단일화 움직임에 지역 정치권은 주목하고 있습니다. 현역의 지지세가 강한 다른 선거구에서도 후보 간 연대를 위한 협상이 치열하게 진행되고 있기 때문입니다. 전문가들은 현역 교체론과 맞물릴 경우 단일화나 연대가 선거구별 판세에 영향을 미칠 수 있을 것으로 보고 있습니다. 지병근 조선대학교 정치외교학과 교수 과반 이상의 강한 지지를 받고 있는 후보자들이 아직까지 없기 때문에 또는 드물기 때문에 후보 연대의 결과에 따라 결과가 달라질 수 있다고 생각합니다. 70여일 앞으로 다가온 총선 민주당 공천 경쟁이 불붙은 가운데 후보 간 합종연횡이 총선 판을 흔들 변수로 떠오르고 있습니다. KBS 뉴스 곽선정입니다.,https://n.news.naver.com/mnews/article/056/0011652801?sid=100
2024-01-30 21:36:30,정치,KBS ,충북 5곳 총선·재보궐 동시 실시…여야 공천 속도,KBS 청주 앵커 오는 4월 총선 때 일부 지역에서는 지방의원 재보궐 선거를 함께 치르게 됩니다. 청주와 제천 괴산 3개 시·군의 선거구 5곳인데요. 여야 모두 공천 작업에 속도를 내고 있습니다. 보도에 이유진 기자입니다. 리포트 이번 총선에 충북에서는 청주와 제천 괴산 5개 선거구에서 재보궐 선거를 치릅니다. 청주 흥덕에서는 총선에 출마한 국민의힘 소속 전 도의원과 개인 사정으로 사직한 더불어민주당 전 시의원의 후임을 뽑습니다. 청주 오창과 제천 괴산에서는 국민의힘 소속 전임 시·군의원 3명이 선거법 위반으로 낙마해 다시 선거를 치릅니다. 국민의힘은 자당 후보 때문에 선거가 치러지는 곳 즉 귀책 사유가 있는 곳에는 공천하지 않겠다고 밝혔습니다. 총선 출마를 위해 사퇴한 경우는 예외로 둬 이럴 경우 청주 흥덕의 도의원과 시의원 2곳만 후보를 낼 수 있게 됩니다. 현재는 청주시의원 1자리에 국민의힘 소속 2명이 예비후보로 등록한 상태입니다. 한동훈 국민의힘 비상대책위원장 지난 15일 형사 처벌이라든가 선거법 위반 같은 거죠. 귀책으로 이런 재보궐이 이뤄지게 된 경우에 있어서는 후보를 내지 않겠습니다. 더불어민주당은 가급적 모든 선거구에 후보를 낼 것이란 전망입니다. 특히 청주시의원 자리 한 곳은 민주당 의원의 개인 사유로 공석이 된 상황. 여야 동수에서 3석 차까지 벌어진 시의회에서 다시 세 간극을 좁혀야 한다는 의견과 시의원직 사퇴에 무공천으로 책임을 지라는 여론이 맞서고 있습니다. 제천과 괴산에서도 민주당 후보가 당선되면 여야가 1석 차이로 비등해집니다. 민주당에서는 현재 제천시의원에 2명 괴산군의원에 1명이 예비후보로 등록했습니다. 박성준 더불어민주당 대변인 지난 17일 공천에 대한 것 과정에 대한 것 기준에 대한 것 혁신 공천 공정 공천 이뤄질 것으로 보고 있습니다. 국민의힘은 도당 차원의 재보선 공천관리위원회를 꾸렸고 민주당은 곧 재보선 공천 세부 기준을 발표할 것으로 알려졌습니다. 충북의 지방의원 재보궐선거 대진표는 이르면 설 명절 전후로 윤곽을 드러낼 전망입니다. KBS 뉴스 이유진입니다.,https://n.news.naver.com/mnews/article/056/0011652687?sid=100
2024-01-30 21:16:13,정치,TV조선 ,총선설명서 서반장 vs 김반장 임종석 때리는 친명 왜,앵커 서주민 반장이 준비한 주제는 뭔가요 서반장 제가 준비한 건 임종석 때리는 친명 왜 입니다. 앵커 임종석 전 대통령 비서실장 서울 중구성동구갑 지역에서 열심히 뛰고 있는데 추미애 전 장관과 신경전이 대단하더라고요. 서반장 그렇습니다. 사실 두 사람은 한양대 선후배 관계 입니다. 문재인 정부 초기 인사추천 문제로 두 사람이 갈등을 겪고 있단 불화설 보도까지 나왔었는데 임 전 실장이 장미꽃까지 들고 당 대표실을 찾아 화해 분위기를 만들기도 했었습니다. 임종석 사기는 제가 샀는데 대통령 마음이 들어가.. 추미애 대통령 마음이 인색하시네요 한 송이밖에 안 주셨네요. 추미애 본의 아니게 아우를 따시킨 걸로 된 속 좁은 누님 돼서.. 임종석 16대부터 추 대표님과 같이 정치를 하면서 개인적으론 누이이고.. 김반장 누님 아우가 정적이 된 셈인데 왜 그렇게 임 전 실장을 못마땅해 하는 건가요 서반장 이재명 대표 지지자 모임인 재명이네 마을 에 올라온 글을 몇 개 골라왔습니다. 문재인 청와대 출신들 윤석열 대통령 만든 인간들 대선 패배의 원인이 누구 때문인데 쉽게 말해 이번 총선은 윤석열 정부를 심판하는 선거인데 현 정부 탄생의 빌미를 제공한 문재인 정부의 주역들은 나오지 말라 이겁니다. 김반장 원래 종로에 나오려다가 노무현 전 대통령 사위한테 양보하고 중성동갑으로 옮겼는데 거기도 안된다 하니 문재인정부 실세였던 왕년의 비서실장 처지가 말이 아니네요. 앵커 민주당은 중성동갑을 전략공천 지역으로 선정했잖아요. 지금 분위기라면 공천 탈락 가능성도 배제할 수 없겠네요 서반장 친명계 한 핵심 의원과 통화해봤는데요. 임 전 실장을 공천하면 친문 586 의 상징인데다 임수경 방북 사건을 주도한 전대협 의장 출신인 만큼 종북 프레임 에 걸릴 수 있다고 했습니다. 일각에선 임 전 실장이 국회 입성에 성공할 경우 친문계의 구심점 역할을 할 것을 우려한단 분석도 있습니다. 김반장 운동권 으론 안된다는 주장을 한동훈 위원장 말고 친명계에서도 한다니 극과 극은 통하는 건가요. 그런데 임 전 실장이 실제로 공천 배제되면 친문계의 반발이 만만치 않을 텐데요 서반장 친문계 의원들 얘기를 들어보면 실제로 상당히 부글부글 합니다. 특히 친문 의원에 대한 노골적인 공격에도 침묵하고 있는 이재명 대표에 불만이 많습니다. 다만 지금은 공천과 경선을 앞두고 있는 상황이라 적극적인 엄호나 집단 움직임은 눈에 띄지 않는 분위기입니다. 내 코가 석자 인 거죠. 앵커 울산시장 선거 개입 관련 재기 수사 명령이 떨어지면서 임 전 실장도 검찰 수사를 받아야 하는 상황이잖아요. 그만큼 이번 선거가 절박할 텐데 당 안팎의 상황이 만만치 않네요. 두 반장 잘 들었습니다.,https://n.news.naver.com/mnews/article/448/0000446089?sid=100
2024-01-30 21:13:35,정치,TV조선 ,총선설명서 서반장 vs 김반장 한동훈의 시대정신과 욕망의 충돌,앵커 총선이 70여일 앞으로 다가오면서 여야의 공천 움직임도 빨라지고 있습니다. 총선설명서 서반장 김반장 시간에서 공천 얘기를 좀 더 자세히 풀어보겠습니다. 김정우 반장부터 시작하죠. 김반장 먼저 한동훈의 시대정신 과 욕망의 충돌 입니다. 오늘 한동훈 비대위원장의 발언에서 따온 표현입니다. 한동훈 국민의힘 비상대책위원장 총선과 공천은 여러 가지 이해관계와 욕망들이 충돌 하는 지점입니다. 소개하는 이유는 이번 총선의 시대정신 을 제가 국민들께 설명하기 위함입니다. 앵커 어제 서울의 중구·성동갑 지역구를 놓고 임종석 대 윤희숙 구도를 언급해서 당 안팎에서 이런저런 말들이 있었는데 그걸 설명한 거죠. 김반장 네 한 위원장은 이번 총선 구도를 운동권 심판론 이란 시대정신 으로 가겠단 의지가 확고해보입니다. 결국 전국 선거란 게 대부분 프레임의 싸움 인데 이 프레임에 갇히게 되면 다른 프레임으로 바꾸는게 어지간해선 쉽지 않죠. 그래서 꽤 이름이 알려진 운동권 출신 야권 후보들을 상대로 여권의 집중공세가 이렇게 이어지고 있는 거죠. 서반장 전에 한 위원장이 정청래 대 김경율 구도를 언급했다가 이른바 사천 논란 이 일었잖아요. 윤석열 대통령과 한 위원장 사이 갈등 요인이 된 걸로 알려져 있는데 이번엔 용산이 조용하네요. 김반장 네 쉽게 말하면 지난번 김경율 때와는 T.P.O 시간·장소·상황 가 모두 다르다는 인식을 갖고 있습니다. 잎서 원희룡 김경율 두 사람을 언급할 땐 한 위원장이 직접 그 지역구를 찾아 대결구도 자체를 공식화한 거였다면 이번엔 당 회의에서 이미 출마를 선언한 후보를 언급했다는 겁니다. 서반장 딱히 크게 와닿지 않는 설명이긴 한데 아무튼 어제 한 위원장 발언 직후 용산에서 오찬까지 있었으니 별다른 이견이나 충돌은 없었나보네요. 김반장 일단 대통령실이 공천과 같은 당무에 관여하지 않는다 는 입장을 유지하고 있는 걸로 봐선 그리 보입니다. 서반장 그런데 용산과 별개로 운동권 출신들을 상대해보려고 열심히 준비 중이던 기존 여당 후보들 입장에선 힘이 빠지긴 하거든요. 김반장 네 마침 중구성동갑엔 대통령실 출신인 권오현 전 행정관도 도전장을 내민 상황입니다. 같은 한양대 동문으로 86학번 임종석 을 01학번 권오현 이 상대하겠다 이런 심판론을 내세웠는데 애매한 입장이 됐습니다. 아까 들려드린 한 위원장 설명대로 공천은 여러 이해관계와 욕망이 충돌하는 지점이 바로 이런 상황을 얘기한 거죠. 하지만 한 위원장은 공천 확정 때까지 판사처럼 가만있을 순 없다 그런 우려도 감수하겠다 고 했습니다. 약간의 진통이 있더라도 운동권 심판론 이란 자신의 시대정신 관철을 위해선 비슷한 발언이 이어질 가능성이 있습니다.,https://n.news.naver.com/mnews/article/448/0000446088?sid=100
2024-01-30 21:06:33,정치,TV조선 ,격전지를 가다 총선 서울 승부처 한강벨트 10곳 보니…21대 대부분 野 승리 대선 땐 기류 변화,앵커 이번 총선에선 서울 그 중에서도 한강과 맞닿아 있는 이른바 한강벨트 가 최대 승부처로 꼽힙니다. 4년 전 총선 땐 민주당이 대부분 승리했지만 지난 대선과 지방선거 땐 달랐습니다. 여야 모두 승리를 원하는 절박한 곳인데 어떤 지역구고 누가 뛰고 있는지 한송원 기자가 짚어드립니다. 리포트 여야가 각각 서울 탈환과 사수를 위해 주목하고 있는 곳은 영등포와 마포 용산과 성동 광진과 동작구입니다. 모두 한강과 맞닿아 있어 이른바 한강벨트로 불리는데 이 가운데서도 이 10개 지역구가 최대 승부처로 꼽힙니다. 여기엔 이유가 있습니다. 4년 전 21대 총선 때 민주당은 이 10곳 가운데 용산을 제외한 9곳을 차지하며 완승했습니다. 그런데 2년 뒤인 20대 대선에서 상황이 역전됩니다. 마포을 과 광진갑 을 제외한 8곳에서 윤석열 후보의 득표가 더 많았습니다. 석달 뒤 지방선거 땐 오세훈 후보가 10곳 모두에서 승리했습니다. 민주당 현역 의원들에게 도전해야 하는 국민의힘 입장에선 쉽지는 않지만 해볼 만한 지역인 겁니다. 대표적인 민주당 친명계 박성준 의원이 있는 중구성동을엔 여당 후보들이 잇따라 도전장을 내밀고 있습니다. 3선 하태경 의원과 3선을 지낸 이혜훈 전 의원 이영 전 중기부 장관 등 세 명입니다. 민주당 노웅래 의원이 있는 마포갑에도 국민의힘 후보자가 몰렸습니다. 현역인 이용호 조정훈 최승재 의원에 신지호 전 의원까지 4명이 나섰습니다. 민주당 이수진 의원의 동작을엔 나경원 전 의원이 리턴 매치를 노리고 있습니다. 광진을에선 고민정 의원이 재선을 노리고 있고 오신환 전 의원이 출마를 준비하고 있습니다. 그리고 한강벨트의 또 다른 관심지로 떠오른 곳이 있죠. 바로 민주당 정청래 의원이 현역으로 있는 마포을입니다. 마포을 유권자들이 이번엔 어떤 선택을 할 지 황병준 기자가 주민들의 생각을 직접 들어봤습니다.,https://n.news.naver.com/mnews/article/448/0000446084?sid=100
2024-01-30 21:03:03,정치,한겨레 ,총선 신호등 국힘·민주는 노란 불 제3지대는 빨간 불 시사종이 땡땡땡,국민의힘과 민주당 그리고 제3지대. 이번주엔 빨간 불 노란 불 파란 불 이번주에도 파란 불은 없습니다.,https://n.news.naver.com/mnews/article/028/0002675079?sid=100
2024-01-30 21:02:03,정치,경향신문 ,여당 “이자소득세 면제 ‘재형저축’ 재도입” 총선 3호 공약,“예금자보호한도 1억으로” 재정건전 기조와 엇갈려 총선 앞 포퓰리즘 비판도 3차 ‘국민택배’ 유의동 국민의힘 정책위의장 오른쪽 이 30일 국회에서 ‘서민·소상공인 새로 희망’ 공약을 발표하기에 앞서 배경지를 바라보고 있다. 박민규 선임기자 국민의힘은 30일 총선 3호 공약으로 이자소득세가 면제되는 근로자 재산형성저축 재형저축 을 도입하겠다고 밝혔다. 앞서 2013년 박근혜 정부에서도 같은 정책을 추진했지만 연간 급여 5000만원 이하 7년 이상 유지 등 조건 때문에 1년 만에 ‘개점 휴업’이라는 평가를 받았다. 국민의힘은 가입 기준을 완화하겠다고 밝혔지만 총선을 앞둔 상황에서 포퓰리즘이라는 비판이 제기될 것으로 보인다. 국민의힘 공약개발본부는 이날 국회에서 ‘국민 자산 형성 지원’ ‘금융 접근성 개선’ ‘골목상권 소상공인 회복’ 등을 골자로 하는 ‘서민·소상공인 새로 희망’ 공약을 발표했다. 재형저축은 박정희 전 대통령 때인 1976년 도입 당시 연 10%가 넘는 높은 금리를 제공해 ‘신입사원 1호 통장’이라는 별칭을 얻었다가 보조금 부담으로 1995년 폐지됐다. 2013년 박근혜 정부에서 비과세 혜택에 중점을 둔 재형저축을 부활시켰지만 최근 만기가 도래했다. 부활한 재형저축은 연간 급여 5000만원 이하 직장인으로만 대상자를 제한하고 7년 동안 유지해야 이자소득세 면제를 받을 수 있어 열기가 빠르게 식었다. 국민의힘은 이를 재도입하며 소득기준 자격제한 등 가입 문턱은 낮추고 기간을 중장기로 선택 가능하도록 하겠다고 공약을 내놨다. 2013년과 달리 예·적금 금리 상승도 반영할 계획이다. 국민의힘은 또 예금자보호한도를 현행 5000만원에서 1억원으로 상향 조정을 추진하기로 했다. 현행 예금자 보호한도인 5000만원이 2001년 도입돼 상향이 필요하다는 지적을 반영했다. 절세 혜택을 받을 수 있는 개인종합자산관리계좌 ISA 의 비과세 한도도 현행 200만원 서민형 400만원 에서 500만원 서민형 1000만원 으로 상향 조정하기로 했다. 서민형의 경우 직전연도 총급여 5000만원 또는 종합소득 3800만원 이하가 대상자다. 국민의힘은 금융 접근성 개선 방안으로는 서민금융 종합플랫폼을 구축하겠다고 밝혔다. 민간 및 정책서민금융상품 중 맞춤형 상품을 안내받고 조회부터 상품선택 보증신청 대출실행까지 원스톱으로 지원할 계획이다. 이외에도 원스톱 대환대출시스템에 전세대출을 포함해 중도상환수수료 체계 투명화를 추진하기로 했다. 불법 채권추심 대부계약은 전체를 무효로 하는 근거를 마련하기로 했다. 골목상권 회복 차원에서는 온누리상품권을 추가 발행하고 취급 점포를 확대하기로 했다. 유의동 정책위의장은 예금자보호한도 상향에 대해 “경제 규모가 커진 것에 비해 한도가 작다는 점 대출금리에 비해 이자금리에 대한 경쟁이 상대적으로 떨어진다는 점에 대한 지적이 있었다”고 말했다. 재정건전 기조와 엇갈리는 것 아니냐는 지적에 대해서는 “왕성한 경제활동을 이끌어내려는 것”이라며 “그로 인한 세수 확보가 훨씬 많아질 것으로 기대한다”고 했다.,https://n.news.naver.com/mnews/article/032/0003276392?sid=100
2024-01-30 21:01:01,정치,주간조선 ,피습 이어 살인예고…총선 앞둔 정치인들 수난,부산 일정 중 흉기 피습을 당한 이재명 더불어민주당 대표가 10일 서울 종로구 서울대병원에서 퇴원해 입장을 말하며 목을 만지고 있다. photo 뉴시스 오는 4월 10일 총선을 앞두고 정치권 대립이 격화하는 가운데 온라인상에서 정치인을 대상으로 한 테러 예고 글이 확산하고 있다. 이재명 더불어민주당 대표 피습 사건이 발생한 이후 현재까지 이달에만 최소 6건의 정치인 대상 살인 예고‧협박 사건이 발생했다. 30일 경찰청에 따르면 지난 3일 이후 현재까지 전국에서 경찰이 수사 중인 정치인 살인예고‧협박 사건은 총 6건이다. 4건의 피의자는 검거됐고 2건은 아직 추적 중이다. 살인 예고‧협박 대상은 주로 야당 인사에 몰려 있는 것으로 확인됐다. 이 대표 4건 민주당사 1건 한동훈 국민의힘 비상대책위원장 1건이다. 검거된 피의자들은 유명 온라인 커뮤니티 게시글과 언론사 뉴스 기사 댓글 유튜브 방송 등을 통해 범행을 저지른 것으로 파악됐다. 경기남부경찰청 사이버범죄수사대는 지난 22일 한 언론사 온라인 뉴스 기사 댓글에 이 대표 살인 예고글을 적은 50대 남성을 검거했다. 이 남성은 지난 9일 온라인 뉴스 댓글에 이 대표를 살해 하겠다 는 취지의 댓글을 작성했고 해당 댓글을 본 누리꾼의 신고에 의해 경찰이 수사에 착수했다. 지난 5일에는 20대 남성이 한 정치 유튜브 방송에서 민주당사에 수류탄을 던져 폭파하겠다 는 글을 올렸다가 검거됐다. 경찰은 남성의 휴대전화를 포렌식해 야당 인사에 대한 테러 가능성을 파악하고 있는 것으로 전해진다. 경찰은 이 대표가 피습을 당한 다음 날인 지난 3일 국내 최대 온라인 커뮤니티에 이재명이 올해 12월까지 구속되지 않으면 살해한다 는 취지의 글을 게재한 게시자도 추적 중이다. 해당 게시자는 해외 IP 주소를 바꿔가며 여러 차례 글을 올린 뒤 삭제한 것으로 알려졌다. ※주간조선 온라인 기사입니다.,https://n.news.naver.com/mnews/article/053/0000041186?sid=100
2024-01-30 20:58:02,정치,CJB청주방송 ,또다시 리턴매치 승자는 누구..격해지는 총선 공천·본선 경쟁,앵커 국민의힘 정우택 국회부의장이 6선 도전을 선언했습니다. 정 의원은 숙적으로 통하는 윤갑근 예비후보와 또다시 공천 경쟁을 벌여야 하는데요. 더불어민주당 이재한 동남4군 예비후보는 3번째 총선 도전장을 냈습니다. 조용광 기잡니다. 리포트 대학생과 자영업자 외국인 근로자 등과 함께 나온 정우택 국회부의장이 청주 상당 출마를 선언했습니다. 정 의원은 6선에 올라 충북지역 첫 국회의장에 도전하겠다는 포부를 밝혔습니다. 정 의원은 자신이 대표 발의한 중부내륙특별법 개정과 청주도심통과 충청권 광역철도 조기 착공 2045년 대한민국 G3국가 진입 등 할일이 많다며 힘있는 집권여당 중진론을 앞세웠습니다. 정 의원이 청주권 현역 의원중 가장 먼저 출마를 선언하면서 상당구 공천 경쟁도 본격화됐습니다. 앞서 윤갑근 예비후보는 대법원 확정 판결로 라임펀드 로비 의혹을 완전히 벗고 출마를 선언했습니다. 정 의원과 윤 후보는 지난 2022년 정정순 전 의원의 낙마로 인한 재선거에서 치열한 공천 경쟁을 벌인 상당구의 숙적으로 통합니다. 둘 간의 경쟁은 정 의원이 청주청원 통합을 이유로 당에 이의를 제기한 3선 이상 공천 페널티 규정의 적용 여부에 따라 적지 않은 영향을 받을 전망입니다. 녹취 정우택 국민의힘 국회부의장 더 좋은 청주 상당 충북 G3 대한민국을 위해 이제 저 정우택을 더 크게 써주십시오. 정우택과 함께 해 주십시오 더불어민주당 이재한 동남4군 예비후보는 4선 도전을 선언한 박덕흠 의원에게 3번째 도전장을 냈습니다. 선거법 위반으로 벌금형을 선고받고 2년전 사면복권된 이 후보는 지난 19대와 20대에 이어 이번 22대 총선에서 절치부심 박 의원에게 다시 도전했습니다. 박 의원을 향해 국가대표급 사익추구 정치인 경실련이 발표한 22대 총선 공천배제 인물이라고 비판한 이 후보는 1호 민생법안으로 양곡관리법 개정을 다시 추진하겠다고 밝혔습니다. 녹취 이재한 예비후보 더불어민주당 동남4군 윤석열 정권과 국가대표급 사익정치인으로 불리는 국민의힘 후보에 대한 준엄한 심판을 통해 나라를 구하고 지역소멸 위기를 극복할 새로운 미래를 만들어 가야 합니다 이런 가운데 김성회 전 대통령실 종교다문화 비서관이 내일 31 동남4군 출마를 선언할 예정으로 국민의힘 공천 경쟁은 박의원과 박세복 전 영동군수 그리고 김성회 전 비서관 등 3파전 구도로 짜여지게 됐습니다. CJB 조용광입니다.,https://n.news.naver.com/mnews/article/655/0000016107?sid=100
